,row,xmin,xmax,yfit.max,yfit.min
400,399,59.730167,123.577117,123.6216687,59.65562212
401,400,59.46173263,123.3814683,123.6683555,59.65263838
402,401,59.35934335,123.4569345,123.7139395,59.64938995
403,402,59.35846922,123.673504,123.7581735,59.64589271
404,403,59.36313122,123.7375483,123.8008102,59.64216251
405,404,59.39611492,123.6767869,123.8416023,59.63821522
406,405,59.61625867,123.8172297,123.8818787,59.63373503
407,406,59.85369068,124.0750774,123.9229977,59.62845617
408,407,59.80493388,124.0636555,123.9647569,59.62246951
409,408,59.56344203,123.9294287,124.0069537,59.61586595
410,409,59.55720661,124.0033797,124.0493857,59.60873638
411,410,59.79623145,124.2406369,124.0918502,59.60117169
412,411,59.90392377,124.2939002,124.1341448,59.59326275
413,412,59.73826719,124.1593237,124.1760668,59.58510047
414,413,59.67422289,124.153807,124.2174138,59.57677572
415,414,59.78379943,124.2632281,124.2579832,59.5683794
416,415,59.71410248,124.3330416,124.2975725,59.56000239
417,416,59.46270387,124.2297395,124.3359792,59.55173558
418,417,59.45155391,124.2627619,124.3730007,59.54366987
419,418,59.59716387,124.371309,124.4084344,59.53589613
420,419,59.58292534,124.3456874,124.4420779,59.52850526
421,420,59.46064484,124.2712895,124.4737286,59.52158814
422,421,59.48187639,124.4263983,124.503184,59.51523567
423,422,59.61637522,124.6675405,124.5307942,59.50869763
424,423,59.60745913,124.6725716,124.5570989,59.50125374
425,424,59.49030687,124.5047005,124.5821797,59.4930398
426,425,59.46800693,124.5737759,124.6061182,59.48419158
427,426,59.53912192,124.8612661,124.6289959,59.47484486
428,427,59.49374506,124.9368295,124.6508946,59.46513542
429,428,59.36522914,124.8143354,124.6718957,59.45519906
430,429,59.40819727,124.8281854,124.6920808,59.44517154
431,430,59.53568366,124.9491645,124.7115317,59.43518866
432,431,59.45153448,124.9063711,124.7303297,59.42538619
433,432,59.13420741,124.6658893,124.7485567,59.41589991
434,433,59.08482899,124.661033,124.7662941,59.40686562
435,434,59.18191526,124.8668605,124.7836236,59.39841908
436,435,59.1875485,124.9874511,124.8006267,59.39069609
437,436,59.13335271,125.0188031,124.817385,59.38383242
438,437,59.30811961,125.1328086,124.8339802,59.37796385
439,438,59.56097506,125.2914138,124.8504939,59.37322618
440,439,59.47709784,125.1897821,124.8661452,59.36943805
441,440,59.28383832,124.8891994,124.8801942,59.36628567
442,441,59.29172485,124.8395685,124.8927835,59.36370611
443,442,59.3939199,125.0056718,124.9040557,59.36163643
444,443,59.43655782,124.9851784,124.9141533,59.36001372
445,444,59.3750971,124.8047394,124.923219,59.35877505
446,445,59.4539821,124.8289235,124.9313955,59.35785749
447,446,59.57560212,124.9765148,124.9388252,59.35719811
448,447,59.56822059,124.9398792,124.9456508,59.35673399
449,448,59.32973965,124.6493392,124.952015,59.35640221
450,449,59.20547779,124.5951046,124.9580602,59.35613982
451,450,59.22507762,124.7476104,124.9639292,59.35588392
452,451,59.20137907,124.7408505,124.9697645,59.35557156
453,452,59.17266893,124.56756,124.9757088,59.35513983
454,453,59.28815065,124.6204932,124.9819046,59.3545258
455,454,59.43445994,124.7922297,124.9884946,59.35366654
456,455,59.28780101,124.7322452,124.9956213,59.35249913
457,456,58.98026413,124.6163167,125.0029971,59.3514848
458,457,59.00264174,124.769891,125.010219,59.3510786
459,458,59.25108775,124.9880534,125.0172563,59.35120831
460,459,59.40854694,125.0154232,125.0240785,59.35180171
461,460,59.40071865,124.9117907,125.0306549,59.35278658
462,461,59.43960753,125.094755,125.0369551,59.35409071
463,462,59.56847311,125.4211536,125.0429484,59.35564188
464,463,59.68125477,125.4327308,125.0486043,59.35736787
465,464,59.60200069,125.0839741,125.0538921,59.35919646
466,465,59.55505043,125.0195802,125.0587813,59.36105543
467,466,59.57297972,125.1706679,125.0632414,59.36287256
468,467,59.53234258,125.1744946,125.0672417,59.36457565
469,468,59.42076526,125.0407728,125.0707516,59.36609246
470,469,59.46237365,125.0945802,125.0737407,59.36735079
471,470,59.50683752,125.2825172,125.0761782,59.3682784
472,471,59.33240085,125.2269616,125.0780337,59.36880309
473,472,59.08832546,124.9922685,125.0792765,59.36885264
474,473,59.18205121,124.9713478,125.0800463,59.36829961
475,474,59.52907919,125.1391994,125.0804976,59.36712459
476,475,59.63150732,125.1892188,125.0806226,59.3654174
477,476,59.48888883,125.0886943,125.0804133,59.36326786
478,477,59.41080024,125.1843431,125.0798618,59.36076578
479,478,59.45844981,125.4223773,125.0789601,59.35800099
480,479,59.43970466,125.3919771,125.0777003,59.35506331
481,480,59.27130916,125.0237759,125.0760745,59.35204255
482,481,59.17111492,124.8353726,125.0740746,59.34902854
483,482,59.16493778,124.8587797,125.0716928,59.34611108
484,483,59.07938998,124.9409865,125.0689212,59.34338001
485,484,59.00036901,124.9438613,125.0657517,59.34092514
486,485,59.15683752,125.0543897,125.0621764,59.33883629
487,486,59.43115766,125.3035932,125.0581874,59.33720327
488,487,59.52169769,125.3765342,125.0537768,59.33611591
489,488,59.36431616,125.185159,125.0489366,59.33566403
490,489,59.35301081,125.18242,125.0436589,59.33593744
491,490,59.47812734,125.2638691,125.0372549,59.33669383
492,491,59.40949876,125.2040595,125.0291739,59.33762877
493,492,59.15652672,124.9970471,125.0196145,59.33873892
494,493,59.22130917,124.9248249,125.0087754,59.34002094
495,494,59.46338377,124.9983485,124.9968553,59.34147149
496,495,59.49087019,124.9712312,124.9840529,59.34308722
497,496,59.20574976,124.7606834,124.9705669,59.34486479
498,497,59.03644129,124.7152095,124.9565958,59.34680087
